ZipCode,Latitude,Longitude
14873,42.52396,-77.28887
13673,44.116323,-75.719346
12149,42.609418,-74.594655
10511,41.259961,-73.943495
12920,44.932727,-74.068371
12057,42.950078,-73.396223
12106,42.385231,-73.704442
14782,42.257762,-79.253829
14560,42.635525,-77.594478
14814,42.1431,-76.93165
14435,42.723231,-77.668291
12070,42.95841,-74.23291
14058,43.088434,-78.16261
12173,42.39036,-73.78151
14813,42.242168,-77.963148
14744,42.422827,-78.206289
13685,43.94617,-76.11909
12207,42.6575,-73.746424
13620,43.8884,-75.5113
11439,40.722008,-73.790822
14005,42.917622,-78.264873
12780,41.40009,-74.72322
12578,41.81246,-73.786647
12052,42.75447,-73.478427
12859,43.20138,-73.891854
12137,42.838578,-74.131734
13646,44.44895,-75.69412
12192,42.397703,-73.834836
14853,42.447373,-76.483703
13495,43.11285,-75.271
12197,42.606993,-74.732401
13327,43.909848,-75.365264
13409,42.972773,-75.600722
13324,43.271433,-75.04774
12023,42.602236,-74.154615
14747,42.152725,-79.111065
11976,40.92449,-72.35015
14838,42.181224,-76.671949
14743,42.197916,-78.415859
12466,41.894812,-73.976653
11005,40.757057,-73.7182
11548,40.81187,-73.62634
13843,42.52952,-75.38518
13320,42.768195,-74.759734
12910,44.865209,-73.577683
14544,42.734157,-77.242693
12775,41.619506,-74.575902
13797,42.339355,-76.045026
14718,42.34422,-79.30949
10976,41.03121,-73.92708
12581,41.913511,-73.695442
14203,42.869214,-78.869813
12747,41.73565,-74.67433
13699,44.496564,-75.072951
12996,44.35727,-73.39207
13425,42.96965,-75.485421
13648,44.15201,-75.32103
12523,42.05092,-73.79374
13459,42.787077,-74.584971
12928,43.930616,-73.58854
13083,43.642147,-76.029304
12501,41.848,-73.55277
12817,43.65257,-73.80096
12776,41.9336,-74.91747
12604,41.688266,-73.892261
14806,42.145794,-77.811901
14711,42.320366,-78.12964
12748,41.782874,-74.905417
14818,42.464152,-76.798018
13736,42.294616,-76.198223
13156,43.341948,-76.665228
14826,42.50229,-77.50721
12789,41.71065,-74.57433
13052,42.776527,-75.859458
12575,41.4662,-74.19126
13120,42.951126,-76.179845
14138,42.36423,-79.05559
13034,42.924315,-76.676419
14422,43.073142,-78.056938
12958,44.96379,-73.58785
13746,42.277777,-75.846246
14533,42.843464,-77.896153
12193,42.521722,-74.03961
13809,42.42647,-75.38323
12529,42.19327,-73.550028
13622,44.091892,-76.108527
14030,42.56812,-78.47891
12516,42.099322,-73.576102
12491,42.00833,-74.11205
14741,42.21704,-78.584117
14171,42.406409,-78.639581
14139,42.716759,-78.543478
12583,42.05842,-73.9093
13660,44.75034,-75.13104
14781,42.172076,-79.611348
12060,42.419964,-73.512815
12525,41.677151,-74.17387
13042,43.24035,-75.8838
14167,42.738977,-78.312478
10526,41.300361,-73.647891
12740,41.84787,-74.54794
13661,43.727352,-76.090851
14101,42.38917,-78.554217
13304,43.244356,-75.166319
13024,42.934596,-76.574232
13063,42.855631,-75.976158
14040,42.895989,-78.385667
12185,42.856307,-73.500679
12168,42.560862,-73.380714
14898,42.069469,-77.438058
12486,41.83156,-74.06956
13652,44.46728,-75.23049
14481,42.760644,-77.90355
13026,42.755979,-76.646007
13111,43.258337,-76.6292
13431,43.232502,-75.07288
14427,42.62674,-78.059147
12737,41.4787,-74.8135
12977,44.28922,-74.10765
10986,41.265953,-73.982912
12515,41.682335,-74.05799
14556,42.729839,-77.773919
12455,42.185189,-74.617819
13775,42.32887,-75.136628
13697,44.79478,-74.78686
13608,44.19923,-75.60688
12870,43.841273,-73.759213
12086,42.969505,-74.155559
14880,42.16615,-77.965672
12903,44.685411,-73.447398
14013,43.077884,-78.394594
12764,41.595908,-74.96233
11509,40.588854,-73.72709
11739,40.729371,-73.159874
14477,43.330763,-78.123328
14008,43.291696,-78.626944
14065,42.475344,-78.370334
13625,44.55312,-74.93964
12066,42.761186,-74.256518
13112,43.098983,-76.413216
12723,41.775202,-75.01807
13607,44.33588,-75.91773
14024,42.590046,-78.246616
13328,42.983981,-75.422034
12116,42.551473,-74.913829
12481,41.970903,-74.218443
12937,44.955977,-74.48674
12440,41.82755,-74.11848
13343,43.71035,-75.40213
12062,42.537218,-73.503877
13433,43.576823,-75.315816
12431,42.35925,-74.04986
12155,42.605453,-74.820584
14033,42.646441,-78.666272
14591,42.818578,-78.102549
12912,44.45097,-73.67325
14804,42.313285,-77.851286
10917,41.329224,-74.121764
12521,42.190488,-73.64465
14478,42.570794,-77.12259
13757,42.350091,-74.977712
14091,42.54386,-78.94475
12577,41.437176,-74.121804
12067,42.555446,-73.913714
12941,44.37505,-73.7282
13348,42.690531,-75.063513
14504,42.968903,-77.233194
12166,42.842006,-74.446
12959,44.95809,-73.6407
12592,41.802285,-73.560425
12140,42.69446,-73.55469
10578,41.32593,-73.65513
12957,44.85688,-74.552321
12993,44.18783,-73.434541
12059,42.618248,-74.028108
12935,44.801467,-73.739157
13485,42.7634,-75.27822
12093,42.458932,-74.580562
13650,43.812653,-76.208109
14466,42.78481,-77.618049
13630,44.462555,-75.30067
13618,44.126469,-76.272585
14894,42.027102,-76.764516
12853,43.69951,-73.98263
10501,41.293169,-73.759033
12726,41.691959,-74.974074
12430,42.177175,-74.547279
13144,43.571095,-75.972208
14550,42.674209,-78.084485
14889,42.210223,-76.585084
13145,43.621562,-76.11029
14778,42.077584,-78.48324
14102,42.84006,-78.55502
12457,42.04481,-74.27542
10964,41.008947,-73.92093
13302,43.497512,-75.988154
12092,42.69008,-74.38291
13315,42.734593,-75.133065
13303,43.364242,-75.468514
12565,42.24842,-73.65318
12751,41.67676,-74.66627
14869,42.377454,-76.77621
13744,42.243783,-75.90689
14054,42.917037,-78.126525
12779,41.72175,-74.63498
14028,43.313814,-78.736907
12451,42.25291,-73.89374
12783,41.75064,-74.77794
13810,42.610748,-75.102602
12468,42.31481,-74.43293
13428,42.926617,-74.54472
13801,42.49712,-75.731309
14858,42.02841,-77.13969
13694,44.8645,-75.2041
13158,42.696543,-75.98409
12461,41.875001,-74.273362
13839,42.29064,-75.25573
11939,41.12976,-72.34216
14709,42.30673,-78.01584
13680,44.59201,-75.3191
13464,42.672573,-75.593362
12917,44.932057,-74.200948
14055,42.559423,-78.621851
12729,41.46732,-74.59377
13808,42.54869,-75.24517
13338,43.500975,-75.153257
12472,41.84398,-74.08209
12814,43.574329,-73.677564
12504,42.034804,-73.912425
14803,42.26979,-77.75916
12496,42.320273,-74.231589
12863,43.061305,-73.92308
12125,42.46397,-73.3965
11794,40.913317,-73.124864
14731,42.297229,-78.649654
13081,42.66535,-76.61661
14145,42.733778,-78.423303
12502,42.067399,-73.657698
13335,42.711712,-75.246539
12967,44.761862,-74.680488
10505,41.34209,-73.745449
13835,42.371552,-76.197488
13679,44.327083,-75.80354
14129,42.472671,-79.007621
13469,43.219369,-75.299112
10919,41.53156,-74.370569
12485,42.195922,-74.137242
12785,41.4987,-74.55849
13477,43.05229,-75.50156
12956,44.09283,-73.51818
12076,42.411096,-74.427506
12423,42.377483,-74.123477
12463,42.197886,-74.00995
13122,42.825164,-75.85266
13368,43.621838,-75.365348
14860,42.61396,-76.82246
12913,44.401213,-74.070277
14066,42.6409,-78.1339
12997,44.38838,-73.81542
13473,43.62729,-75.41129
13402,42.898322,-75.549372
11569,40.590503,-73.580822
14861,42.087671,-76.684615
13807,42.601799,-74.975717
14614,43.157442,-77.615355
13322,42.961973,-75.233003
14723,42.2945,-79.09976
12734,41.734858,-74.734508
14571,43.328706,-78.238501
12932,44.21616,-73.59097
14753,42.02729,-78.62947
14418,42.622634,-77.227187
13681,44.439964,-75.377707
10931,41.120195,-74.170639
14109,43.13867,-79.03893
13318,42.921786,-75.255163
12087,42.411114,-73.881515
13054,43.12062,-75.67102
14859,42.115457,-76.507823
14740,42.21129,-79.170519
13355,42.817286,-75.422764
14864,42.259644,-76.842298
12719,41.486186,-74.915176
13864,42.29007,-76.37827
14555,43.254644,-76.983518
13420,43.752203,-74.873176
12837,43.52479,-73.25178
13635,44.32451,-75.25104
13325,43.56647,-75.425289
10546,41.201373,-73.796456
11932,40.9314,-72.31023
10969,41.29787,-74.45932
14143,42.975195,-78.069868
12980,44.657819,-74.515511
13490,43.11008,-75.426511
12029,42.41203,-73.44706
12815,43.677503,-73.773434
13813,42.147454,-75.55656
13802,42.253754,-76.046399
11957,41.14281,-72.27676
13684,44.382351,-75.104276
13796,42.555454,-75.135511
14037,42.807705,-78.446855
12548,41.672278,-74.103276
14507,42.686845,-77.262987
13788,42.37147,-74.67043
12585,41.716145,-73.690109
14728,42.23922,-79.44532
12934,44.892243,-73.907936
11960,40.8076,-72.70871
12464,42.08315,-74.31433
12914,44.93893,-74.56769
13731,42.12923,-74.843187
12058,42.352969,-73.905306
12409,42.04065,-74.15514
13752,42.220641,-74.916308
10596,41.254823,-73.958727
12824,43.47924,-73.68706
13334,42.82982,-75.65364
12474,42.295703,-74.563088
12960,44.041863,-73.505265
12417,41.907604,-73.989254
12985,44.62866,-73.55791
10518,41.269896,-73.612074
12022,42.67051,-73.357825
13147,42.770829,-76.586213
12970,44.43867,-74.25266
14842,42.577714,-76.96452
12156,42.491469,-73.723935
12765,41.865656,-74.60902
14729,42.405354,-78.735158
10922,41.334557,-73.99175
13780,42.40424,-75.48963
14720,42.1095,-79.2831
12989,44.45172,-74.06571
14836,42.546164,-77.90021
12427,42.169082,-74.12958
13755,42.08092,-74.99572
12151,42.924726,-73.785914
13072,42.768124,-75.788393
14822,42.422577,-77.835626
12777,41.561802,-74.709618
12930,44.71756,-74.55268
14462,42.694819,-77.754628
13665,44.054012,-75.514487
12873,43.104587,-73.314179
13454,43.14257,-74.78654
12732,41.52703,-74.88405
12028,42.95369,-73.43428
14260,42.768413,-78.887094
13071,42.673871,-76.526226
14805,42.375566,-76.732706
14855,42.142197,-77.497908
13750,42.47175,-74.8446
11958,41.03684,-72.46897
12153,42.635503,-73.479705
12456,42.037136,-73.992829
13682,43.856677,-75.907485
14825,42.052426,-76.607029
14769,42.371561,-79.468963
12746,41.442383,-74.656826
13061,42.841725,-75.744589
11765,40.88704,-73.55512
11930,40.97929,-72.13261
14846,42.555834,-77.999451
12160,42.756876,-74.317361
14506,43.001323,-77.504268
12494,41.96731,-74.28709
14784,42.31514,-79.38833
12136,42.434992,-73.561172
10597,41.297198,-73.597979
12857,43.77145,-73.93124
12878,43.40979,-73.8779
13028,43.24451,-75.93353
12791,41.80842,-74.88627
14819,42.211491,-77.453509
12469,42.464687,-74.213992
12838,43.354304,-73.404906
14480,42.837288,-77.703091
13690,44.16125,-75.03632
12434,42.35786,-74.50848
10988,41.302081,-74.548556
14815,42.37118,-77.10886
13739,42.33342,-74.80766
12175,42.535029,-74.54525
13782,42.192781,-75.012689
14877,42.071887,-77.677653
13321,43.08671,-75.37487
13470,43.190651,-74.650311
12120,42.478906,-74.147178
13361,42.91479,-74.95154
13310,42.88924,-75.55129
14113,42.68367,-78.33779
13615,44.007,-75.98409
14824,42.272948,-76.693628
12442,42.233275,-74.241582
13141,42.739682,-76.157108
12063,42.563685,-73.627428
14885,42.060366,-77.562142
12432,42.04615,-73.94862
12843,43.58596,-73.916498
12950,44.27505,-73.56569
12884,43.088397,-73.591652
13486,43.339068,-75.341898
12470,42.282915,-74.018409
12503,42.043039,-73.587575
14897,42.03785,-77.76249
14082,42.65161,-78.387099
12473,42.276462,-74.044432
12190,43.3959,-74.28958
13319,43.028469,-75.264008
12766,41.820897,-74.995771
14878,42.48015,-76.946931
12419,41.856903,-74.111235
14841,42.50063,-76.87246
13337,42.70563,-74.98182
13842,42.3423,-74.7171
13844,42.624833,-75.652767
12032,43.15566,-74.494888
14820,42.18035,-77.36359
12768,41.85537,-74.7596
14536,42.555988,-78.098906
14126,43.335882,-78.728636
12150,42.87452,-74.04652
12174,42.343986,-73.73477
12942,44.25616,-73.79209
14069,42.610187,-78.639976
12405,42.315975,-74.065515
14839,42.143242,-77.562991
12041,42.57591,-73.96402
12842,43.749928,-74.327593
10527,41.323246,-73.757911
12836,43.74534,-73.49845
12810,43.49257,-73.8429
14777,42.39229,-78.25362
12936,44.273412,-73.377434
14816,42.199631,-76.7312
12412,42.00509,-74.26598
12045,42.475704,-73.797722
12406,42.141725,-74.572054
11972,40.81954,-72.70538
13155,42.654768,-75.769855
13313,42.879227,-75.267172
12763,41.68954,-74.53127
11965,41.08399,-72.35592
12130,42.439983,-73.666343
13841,42.39507,-75.80797
12861,43.743816,-73.422181
11959,40.82316,-72.60954
14748,42.144977,-78.646626
13687,44.51062,-74.88769
12008,42.859176,-73.902117
12749,41.687384,-74.835807
12187,42.61884,-74.463554
12046,42.492791,-73.928403
14714,42.290569,-78.237314
14808,42.562012,-77.468518
11948,40.96954,-72.56203
14754,42.031872,-78.209708
13483,43.403751,-75.825528
12574,41.915068,-73.95173
11970,40.93649,-72.57731
13410,42.931174,-74.61252
12177,42.951223,-74.287066
12108,43.667618,-74.456913
14717,42.38645,-78.15362
13621,44.845315,-75.047975
14026,42.941008,-78.688009
13740,42.26203,-74.7846
13489,43.44448,-75.543231
13863,42.449946,-75.924813
12482,42.27703,-73.9568
13861,42.501093,-75.140874
11547,40.83367,-73.642687
12433,42.008413,-74.147995
10517,41.300561,-73.861217
12762,41.686123,-74.783554
12786,41.67703,-74.82794
13846,42.380509,-75.059702
13672,44.544283,-74.780387
12760,41.871276,-75.076328
12923,44.916842,-73.932053
12475,42.017632,-74.007868
12823,43.18369,-73.42678
13776,42.47147,-75.32573
14511,42.99284,-77.86029
12164,43.49729,-74.36181
10914,41.40926,-74.19515
11042,40.758538,-73.697224
13157,43.206652,-75.721431
13664,44.58645,-75.64829
12454,42.282466,-74.160193
12444,42.264524,-74.295888
13756,42.003935,-75.122615
13670,44.216681,-75.084323
13406,43.135209,-74.934473
12147,42.500258,-74.160591
12035,42.730668,-74.357711
13638,44.01751,-75.755032
12965,44.69728,-74.65935
13832,42.61701,-75.60241
12017,42.31175,-73.47317
13777,42.25869,-76.00937
14872,42.240529,-76.875072
12517,42.11953,-73.52512
12176,42.385117,-73.958671
11975,40.95914,-72.25077
12069,42.9423,-74.28513
12945,44.36755,-74.23266
12778,41.661538,-74.817751
12743,41.531346,-74.849136
13786,42.43841,-74.68737
12169,42.592887,-73.448036
12851,43.79145,-73.9843
12847,43.953253,-74.440029
13162,43.18852,-75.712551
13163,43.07535,-75.70685
12480,42.12009,-74.39543
12410,42.073965,-74.453033
12422,42.39953,-74.17236
13659,43.75037,-75.899974
14060,42.42756,-78.36085
13468,42.83883,-74.85897
12064,42.632058,-74.667368
13136,42.619466,-75.845544
13435,43.305156,-75.150183
12530,42.20537,-73.69123
12411,41.875232,-74.043557
12420,41.669831,-74.380138
13611,43.778046,-76.125914
13153,42.99312,-76.45605
12465,42.157153,-74.460017
14549,42.700031,-78.017273
14486,42.89428,-77.921587
12860,43.73118,-73.8193
12943,44.202397,-73.773111
10535,41.33815,-73.79069
13693,44.029787,-76.222374
12439,42.28981,-74.21653
13614,44.538648,-75.68666
12852,43.936189,-74.163697
12812,43.85534,-74.44349
12849,43.442087,-73.290902
14475,42.935868,-77.498231
11956,40.99772,-72.47754
12085,42.703313,-73.963262
13312,43.68868,-75.29212
14884,42.455859,-77.889425
12752,41.68426,-74.99267
12819,43.63645,-73.44539
13117,43.01006,-76.70328
12007,42.46869,-73.92568
14441,42.68396,-76.9558
13065,42.822662,-76.80197
12507,42.000547,-73.919899
13437,43.577131,-75.829419
12955,44.804316,-73.97299
12927,44.228969,-74.858103
12769,41.651453,-74.436159
12969,44.74366,-74.15904
12471,41.843871,-74.041344
14463,42.796578,-77.063876
14752,42.352416,-79.323502
13450,42.70804,-74.802488
12952,44.708318,-73.90566
12042,42.411207,-73.927573
12856,43.723665,-74.087329
13774,41.9637,-75.17489
10933,41.365286,-74.510918
13342,42.63153,-75.186593
14774,42.088367,-78.149093
12844,43.48007,-73.62706
12418,42.368277,-74.179384
12424,42.23509,-74.14542
12460,42.4098,-74.15236
13633,44.49891,-75.477156
12139,43.428386,-74.526485
12975,44.526437,-73.409243
12738,41.65398,-74.58683
12770,41.446322,-74.856932
11962,40.92538,-72.27814
12978,44.60626,-73.81114
14166,42.4511,-79.415421
13364,42.80868,-75.25266
13784,42.42618,-76.2266
12421,42.235727,-74.56969
12512,41.552793,-73.968183
13826,42.09982,-75.638796
13804,42.24203,-75.3774
12855,43.970736,-73.721139
13640,44.321282,-76.017151
12453,42.098698,-73.935418
13115,43.397671,-76.482365
13834,42.53036,-74.9671
14302,43.093896,-79.049193
12124,42.444198,-73.788241
13666,44.21062,-74.98908
12036,42.541025,-74.655395
13494,43.524904,-75.142771
12172,42.285749,-73.733532
13628,44.03562,-75.68381
12436,42.19551,-74.102319
12987,44.33644,-73.7757
11430,40.655246,-73.797769
14056,42.991173,-78.312171
12416,42.095023,-74.271661
13696,44.694736,-74.888042
13692,44.289833,-76.02621
12435,41.727613,-74.515647
12450,42.12787,-74.26292
10985,41.583519,-74.373188
10540,41.333398,-73.724257
14881,42.402463,-76.360782
14173,42.524691,-78.475474
12071,42.592287,-74.438129
12132,42.47203,-73.63178
12808,43.708338,-73.794147
12767,41.84481,-75.00711
12492,42.206787,-74.375508
13806,42.36703,-74.95377
13418,42.85035,-75.39073
12031,42.75702,-74.44569
14722,42.20978,-79.46671
12725,41.899285,-74.58802
12195,42.48619,-73.46622
12741,41.839135,-75.05342
13695,44.140791,-74.912493
13062,42.48507,-76.38355
12976,44.467,-74.17293
13305,43.88701,-75.42741
14783,42.082001,-78.917738
13301,43.419596,-75.224784
14708,42.025431,-78.084837
12513,42.22509,-73.73457
13636,43.73285,-76.13604
12886,43.631297,-73.936399
14742,42.120512,-79.30958
12811,43.61479,-74.02485
12939,44.432,-74.18099
14041,42.408583,-78.984391
13472,43.70007,-75.00184
12165,42.305721,-73.510986
14736,42.133206,-79.737701
13087,42.706981,-76.156103
12194,42.528439,-74.44763
12862,43.685403,-73.910321
12448,42.083209,-74.191963
13441,43.226377,-75.408248
13647,44.605875,-74.98058
13360,43.75451,-74.79295
10519,41.347727,-73.661014
14515,43.257819,-77.735079
14721,42.013691,-78.264775
14874,42.52507,-77.1672
13651,43.870842,-76.180886
10545,41.178591,-73.83545
13632,44.139501,-76.061552
14585,42.906261,-77.553145
14557,43.041606,-78.057252
13124,42.62257,-75.81964
14415,42.754115,-77.026379
14592,42.872238,-77.895893
13345,43.68146,-75.35462
13134,42.967368,-75.684678
13860,42.44591,-74.96322
12131,42.457514,-74.464577
11770,40.644344,-73.161286
12874,43.693173,-73.505019
13103,43.32576,-76.109544
14479,43.242,-78.31058
13138,42.899087,-76.014634
12792,41.52259,-74.93294
10279,40.712626,-74.008669
12961,44.06117,-73.50985
12841,43.63923,-73.50706
14135,42.488983,-79.238997
12407,42.3037,-74.33348
13404,43.73757,-75.46963
14130,42.55645,-78.15279
14827,42.180651,-77.142885
13859,42.36758,-75.24545
14168,42.520385,-78.990541
14545,42.66423,-77.71416
12998,44.08267,-73.530601
12858,43.89145,-73.64568
12489,41.760604,-74.353531
12459,42.20943,-74.683726
12736,41.878194,-75.034258
13488,42.680906,-74.76529
12781,41.619677,-74.466384
14788,42.062125,-78.377974
13751,42.44814,-74.91905
12495,42.07648,-74.22792
12441,42.14426,-74.48987
13678,44.828685,-74.979811
12820,43.47181,-73.639291
12872,43.87589,-73.73041
14035,42.49064,-78.849861
12787,41.800193,-74.828611
12742,41.71426,-74.72627
14029,42.474283,-78.247413
12493,41.795276,-73.980908
13020,42.81868,-76.07242
12854,43.452517,-73.34095
14413,43.222735,-76.982149
14169,42.76839,-78.53002
14537,43.03451,-77.15748
12915,44.552725,-74.317958
14854,42.505802,-76.614769
14707,42.073739,-78.059374
14112,42.697963,-78.939953
12973,44.234289,-74.555957
14134,42.532281,-78.517233
13331,43.816675,-74.886163
13333,42.836995,-74.818644
13314,42.81285,-75.31767
10503,41.026556,-73.87531
14027,42.57075,-79.030785
14061,42.594627,-79.08404
10915,41.54426,-74.36154
12720,41.661466,-74.911474
14039,42.81923,-78.17279
12724,41.83676,-74.94655
14539,42.834327,-77.877876
13415,42.590419,-75.195695
13436,43.81312,-74.65739
10975,41.24482,-74.17542
13102,42.554215,-76.292723
12115,42.47064,-73.58289
12924,44.481354,-73.580617
12964,44.16338,-73.61152
12544,42.259623,-73.667962
12024,42.476788,-73.533278
6390,41.27037,-71.98837
13482,42.704333,-75.184913
13643,44.031812,-75.717095
13455,42.916235,-75.35448
12483,41.663895,-74.424533
13639,44.24784,-75.1377
13674,43.738561,-76.04818
14893,42.467714,-77.107721
13641,44.27644,-76.008
12922,44.287829,-74.702338
13623,44.442,-75.7569
13738,42.567313,-76.123795
14732,42.229098,-79.11347
13475,42.89507,-74.82765
13675,44.281718,-75.846286
12933,44.890994,-73.845341
14529,42.53979,-77.62833
13457,42.775805,-75.048502
12429,41.82787,-73.96514
11973,40.86954,-72.88677
13154,43.134425,-76.765591
13051,42.87646,-75.91353
13113,43.16562,-76.53689
12438,42.20842,-74.60099
14785,42.155693,-79.412233
10932,41.48216,-74.464285
12040,42.63735,-73.350721
12722,41.59009,-74.3821
13353,43.3909,-74.71682
13747,42.505122,-74.982056
13352,43.31229,-75.12183
12750,41.729581,-74.961146
12452,42.24036,-74.36543
13847,42.180595,-75.292138
12745,41.762944,-75.030592
14083,42.675193,-78.436442
12527,41.520249,-73.933259
10911,41.31287,-74.00625
13814,42.603574,-75.528221
13649,44.921678,-74.706763
12161,42.53175,-73.84735
12864,43.72731,-74.305442
12784,41.669877,-74.63824
12082,42.772624,-73.446834
